,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
H1_Exp1.049,3.514623,3.143192,-1.015346,-13.688933,-8.220780,-6.533797,-5.416349,10.837195,4.153441,2.035086,9.139692,-0.006891,1.540678,10.774171,-3.030861,7.099452,4.214312,-9.147239,1.862130,-7.989657,2.880261,9.219659,12.881870,-5.799061,5.260020,-12.485740,3.281228,-5.276690,-4.828710,-4.590708,-0.705367,-5.731399
H1_Exp1.050,2.272747,2.964674,-3.074579,-11.586501,-6.787484,-5.950259,-3.953522,10.480176,4.046214,3.306274,7.351810,-0.707566,2.262954,9.348043,-1.831741,6.173340,2.897076,-8.512525,0.228827,-6.268566,2.172053,7.712454,11.204541,-4.814888,5.410563,-8.747955,2.080210,-3.769069,-4.105436,-5.269801,-0.375364,-4.189675
H1_Exp1.051,2.612243,2.235904,-2.307436,-13.356487,-7.901574,-6.058801,-5.817925,12.764410,4.029925,2.153495,10.914143,-0.633683,4.422606,9.654780,-3.915293,7.884306,4.036060,-9.110137,2.059528,-7.804997,0.839942,9.437046,12.194546,-8.124973,5.190085,-11.929955,2.693153,-6.458296,-6.050876,-5.413984,-1.144377,-5.245137
H1_Exp1.052,1.875697,4.133132,-2.219572,-13.606986,-9.810039,-6.868832,-5.438071,11.452229,5.037240,2.843238,9.610723,-2.235710,1.801639,9.125639,-3.062001,6.347683,3.789122,-9.869045,0.677464,-6.741153,1.356342,9.685285,11.917093,-6.074104,5.642264,-10.685257,1.460821,-5.281301,-5.666899,-5.896707,-2.138906,-5.184967
H1_Exp1.053,1.788347,3.932841,-2.886482,-13.451760,-8.618408,-5.957567,-5.157849,12.606444,4.624022,1.970347,10.167275,-2.712668,2.115808,9.535531,-3.635242,6.819483,3.755080,-10.278353,-0.033057,-6.525900,2.015105,9.695009,12.916470,-5.912633,5.798082,-9.143264,2.209830,-6.466046,-4.135078,-6.552250,-1.368704,-4.281456
H1_Exp1.054,2.547888,4.462377,-3.370154,-15.694603,-10.608122,-6.739456,-5.464365,13.238404,4.900478,3.552088,11.614049,-1.288464,2.944193,9.775451,-3.824017,7.723271,4.542942,-10.951034,0.324460,-7.377816,1.086898,10.106463,13.106975,-6.453026,6.224267,-11.955779,1.998810,-5.845470,-6.836135,-5.603805,-1.594076,-7.191405
H1_Exp1.055,1.540980,2.713165,-1.780412,-9.233567,-7.047913,-5.665174,-3.552630,9.428307,3.405711,2.842577,8.290961,-0.872941,2.335004,7.110427,-2.303679,5.078757,2.721277,-6.414506,1.841411,-6.349443,0.602226,7.331450,9.654975,-5.375019,4.918065,-9.766244,1.665850,-3.125798,-5.018427,-4.360027,-0.226215,-4.450819
H1_Exp1.057,3.307964,4.345385,-3.736413,-16.323734,-10.672130,-7.000563,-6.320478,13.000588,4.178925,3.144482,12.272088,-1.076894,2.936573,11.119575,-4.495467,7.229923,3.615248,-10.714347,1.061524,-7.827348,0.411712,10.059773,14.087235,-7.099374,6.623763,-13.096897,1.960983,-7.555606,-6.500859,-5.676795,-1.611719,-6.816918
H1_Exp1.058,3.252431,3.575824,-3.764185,-15.043090,-10.576206,-6.384396,-4.797237,14.788168,4.396839,2.652032,11.585143,-1.783032,3.002418,11.679444,-3.503951,7.079770,3.646637,-9.775185,1.588895,-8.314325,2.378846,10.556742,12.906868,-6.868307,7.573121,-12.885529,3.177842,-6.563009,-6.161823,-5.671991,-0.545971,-6.977880
H1_Exp1.060,1.274974,3.926716,-3.580849,-18.141088,-11.319436,-9.153968,-6.985479,17.042141,6.983191,3.230107,12.743651,-1.549479,3.713541,15.295125,-4.580850,7.436262,6.446595,-12.656534,3.260875,-10.380382,4.089185,14.151328,15.385587,-10.417821,8.845016,-14.778545,3.571731,-7.153321,-6.589857,-6.918695,-1.219110,-6.823418
H1_Exp1.061,2.977093,2.590515,-2.279756,-11.286235,-6.488715,-5.107928,-3.235658,9.585880,3.447271,1.085506,6.914672,-0.859994,1.856479,8.732921,-1.831740,5.577533,2.569549,-7.595495,1.256906,-6.193571,2.249292,8.155463,10.037386,-5.028945,4.699898,-8.786995,3.137218,-4.245317,-3.335741,-4.279292,-0.197112,-3.994663
H1_Exp1.062,1.974077,3.358742,-2.071242,-14.482779,-9.802224,-7.857163,-5.736242,12.520302,3.914423,4.086713,11.238728,-0.883879,3.128967,8.467312,-2.467496,7.717828,2.203004,-9.713616,0.728748,-7.565004,-0.876630,8.650318,13.581684,-6.438877,5.472250,-11.095360,1.055023,-4.852400,-7.885655,-7.312825,-2.874776,-6.170756
H1_Exp1.063,1.705131,2.708288,-2.304158,-12.440134,-7.884650,-5.966129,-4.854401,10.902650,4.330536,3.443542,9.081320,-0.801339,2.555279,9.715221,-2.943980,6.350078,2.996995,-8.177623,1.867200,-7.784297,1.936857,7.951003,11.203200,-6.027640,5.403578,-11.508897,2.035132,-4.989352,-4.786063,-4.611001,-1.023041,-5.754731
H1_Exp1.064,1.683695,2.486817,-1.531277,-9.970681,-7.022012,-5.035236,-3.637315,9.064297,3.604357,1.622738,8.032905,-0.825890,1.946850,8.440319,-2.042830,4.274982,2.950460,-6.544643,0.981203,-5.584686,1.425062,6.648736,8.870526,-5.452091,4.472378,-9.206846,1.615427,-4.355723,-4.817254,-4.087633,-0.812626,-3.324876
H1_Exp1.065,1.691420,3.275636,-3.899485,-17.094063,-11.391532,-7.609221,-6.393145,15.564411,5.408828,3.612369,12.231204,-1.790806,3.698393,11.644316,-4.415217,7.289160,4.734209,-12.079888,1.646896,-9.169031,1.974030,11.814177,14.572135,-7.701898,7.755858,-13.650307,2.002124,-8.577904,-6.504311,-6.471176,-2.160414,-6.571781
H1_Exp1.066,1.937874,3.169576,-3.372082,-14.704808,-10.167645,-6.678718,-4.962113,13.749375,5.743505,3.561075,11.371692,-1.824568,3.134890,11.161732,-3.789654,6.673652,3.652067,-10.570813,0.961535,-7.881985,2.142422,10.610890,12.116525,-7.829228,7.396560,-12.439755,2.116667,-6.341743,-5.984156,-5.593746,-1.265112,-6.809272
H1_Exp1.068,2.346906,3.818886,-3.129413,-15.880416,-10.936750,-7.440761,-5.799397,14.055522,5.576121,2.794536,11.688157,-0.941420,2.749023,12.501374,-3.915251,7.074283,4.801033,-10.794270,1.559847,-9.115488,3.103346,11.206034,14.589610,-7.479408,7.661709,-13.129346,3.123091,-7.085740,-5.640127,-6.140354,-0.474560,-7.108692
H1_Exp1.070,3.294186,3.440255,-2.186160,-13.317271,-8.948412,-5.571814,-4.389710,11.357321,5.079067,2.254337,7.709101,-1.381639,1.835953,8.469281,-3.040322,6.144199,3.085012,-9.374450,0.454996,-5.713242,1.834922,8.080502,11.078984,-5.017534,5.485065,-10.007473,0.980085,-4.607268,-4.451733,-4.939533,-0.832862,-5.164800
H1_Exp2.073,1.431510,2.317277,-0.690685,-11.600608,-7.546865,-6.768652,-4.803914,9.956478,5.557085,0.981008,6.918157,-1.236310,1.163798,9.986194,-1.887727,5.347969,3.173771,-8.658808,1.905220,-7.552522,2.677428,7.969908,10.435645,-5.825526,5.597317,-10.242482,2.616809,-5.339232,-3.261758,-4.074892,-0.622215,-4.137479
H1_Exp2.074,0.926475,3.161763,-3.098009,-13.028576,-9.426139,-6.421093,-5.338300,12.508254,4.100078,3.144591,10.474350,-1.830631,2.722577,10.147342,-3.063975,5.506142,3.257040,-9.462579,1.379465,-8.048459,1.376430,9.176287,12.149197,-7.085404,6.491731,-11.317375,1.609489,-6.412016,-6.285161,-5.591779,-1.279493,-7.027236
H1_Exp2.075,2.164726,4.126398,-3.465325,-15.955931,-10.119489,-8.300385,-5.306995,13.965841,4.949099,3.567324,11.272416,-1.888827,2.496275,11.731935,-3.067657,7.227956,3.200074,-10.863538,1.324251,-8.745583,1.774065,10.370973,14.019405,-7.631598,7.352092,-12.608485,2.531534,-6.087651,-6.110497,-6.912942,-1.663702,-6.273591
H1_Exp2.076,1.972611,3.796979,-3.258743,-14.306183,-10.013004,-6.961125,-4.797206,13.426423,4.409201,3.267522,11.096479,-1.830275,2.864357,10.956921,-3.370568,6.189464,3.606627,-10.628356,0.497247,-7.511126,2.048213,10.105398,13.507478,-6.846900,7.522468,-10.781228,2.452566,-5.957070,-6.336544,-6.946728,-1.595559,-6.463724
H1_Exp2.077,1.886621,3.195738,-3.101119,-15.204531,-10.408584,-6.996250,-5.346734,13.677096,3.798552,3.607977,12.931290,-1.318040,3.299045,10.999348,-3.737450,7.082009,4.031168,-10.800310,0.109753,-7.938999,1.333448,10.087272,13.903549,-6.889208,6.724139,-12.254277,1.625576,-7.650288,-7.140702,-6.244205,-1.427184,-6.821771
H1_Exp2.078,3.066196,4.286256,-3.872832,-18.142567,-12.182695,-7.688871,-5.652036,16.628885,4.567474,4.169940,13.234846,-2.670977,4.003197,11.804269,-3.931138,8.247299,4.084764,-12.818324,1.192508,-9.086499,0.844183,11.284082,16.067122,-8.051148,8.499544,-14.253645,2.030937,-7.926213,-8.024463,-6.812893,-1.717747,-8.237463
H1_Exp2.079,1.829856,3.446008,-2.452107,-12.805937,-8.857760,-6.250413,-3.752851,11.384696,5.213744,2.244328,9.325821,-1.662350,1.714407,9.484051,-2.419443,4.912612,4.154327,-9.290719,0.463540,-6.286452,1.717901,8.792442,10.782787,-6.909740,5.669782,-9.991515,2.072533,-5.944728,-5.151684,-4.128675,-1.164817,-5.687273
H1_Exp2.080,1.837418,3.729893,-3.106690,-15.450846,-10.582605,-6.005548,-6.319036,13.572713,5.451406,2.964460,11.029828,-1.765526,2.162970,10.858684,-3.276274,6.319987,3.738618,-11.078327,0.849799,-7.795106,2.745376,9.309105,12.467455,-6.501006,6.495066,-11.392708,1.405452,-6.911733,-5.875100,-5.629025,-1.482503,-7.181201
H1_Exp2.081,1.899362,3.857252,-3.619454,-14.892101,-10.664487,-7.370590,-5.171918,13.730389,4.992784,4.803636,10.464931,-2.985196,3.734598,9.674744,-3.600187,7.169255,4.721613,-12.120785,0.140418,-6.533113,1.723936,9.582652,15.396128,-6.328207,8.206680,-10.718417,1.722549,-5.330705,-5.737864,-7.465878,-1.982899,-5.297188
H1_Exp2.082,2.359246,5.696128,-5.258667,-19.851952,-14.840017,-9.456491,-7.118051,18.492575,6.728624,4.847370,16.237194,-2.438446,4.104894,13.357667,-5.214582,7.505888,4.138427,-14.247337,0.743775,-9.716417,2.154486,12.585962,16.219276,-9.314627,9.086257,-15.619339,1.145705,-8.804634,-9.693039,-8.450119,-2.741224,-10.032197
H1_Exp2.083,2.623540,4.551258,-3.683126,-16.554752,-11.298417,-7.051062,-5.768397,15.729438,5.099830,3.270491,13.279989,-2.511249,3.144754,12.338597,-4.016567,7.164019,4.306115,-12.152307,0.694606,-8.727743,2.430424,11.592525,15.150581,-7.885714,7.671834,-11.944661,2.669851,-7.616012,-7.521917,-6.897285,-1.950139,-7.853515
H1_Exp2.084,1.599265,3.307671,-3.521483,-15.436558,-10.248960,-7.697953,-4.963903,14.216350,5.432453,4.390326,11.308033,-1.390254,3.243675,10.751189,-2.817175,6.757695,4.131082,-11.237980,1.572694,-8.231017,1.577259,10.365182,12.870082,-7.001510,7.626904,-12.079364,2.006228,-6.606870,-6.591051,-5.681229,-1.432709,-6.288115
H1_Exp2.085,1.965358,3.794358,-3.024767,-13.242660,-9.742070,-6.910157,-5.126324,12.348922,4.954760,2.755424,10.818333,-2.797301,2.646418,9.619557,-3.964489,5.492522,3.393859,-10.359687,1.786470,-6.774117,0.878565,8.807705,12.483722,-6.823376,7.713526,-10.925635,1.484916,-5.556056,-6.240826,-5.563998,-1.908709,-6.341058
H1_Exp2.086,2.035247,3.177482,-3.714677,-15.782751,-10.437346,-8.028544,-6.283112,14.981040,5.844110,3.878396,12.046666,-1.257484,3.458108,13.388715,-3.923784,7.513063,4.214026,-11.792229,2.010640,-10.144988,3.307560,11.421870,14.732570,-7.348735,8.182543,-13.338948,2.856926,-7.220775,-5.893468,-6.901639,-0.520699,-6.944969
